"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"silver_rep1"	"silver_rep2"	"silver_rep3"	"silver_rep4"	"silver_rep5"	"silver_rep6"	"yellow_rep1"	"yellow_rep2"	"yellow_rep3"	"yellow_rep4"	"yellow_rep5"	"yellow_rep6"
"4261"	"TRINITY_DN2483_c0_g1"	-0.437357139722943	5.86758519457115	-3.79387250864221	0.00211001947362173	0.0122335703906764	-2.0745020740415	2730	2420	2148	2255	2653	2340	2139	1058	1003	1435	1418	1917
"4262"	"TRINITY_DN24836_c0_g1"	-0.916175638160546	1.1305975315582	-4.20362754891791	0.000961466089815792	0.00718625198529324	-0.630042573498397	182	140	125	94	118	82	47	21	31	52	51	57
"4263"	"TRINITY_DN2485_c0_g1"	1.00624526565639	3.68999456756311	2.94899322707706	0.0109514680131087	0.0381023249647587	-3.36041028556229	495.62	326.67	415.34	397	309	230.49	295.85	523.96	666.58	1142.75	458.53	327.46
"4264"	"TRINITY_DN2485_c2_g1"	-0.860599810813854	1.52046974016168	-4.03952217049777	0.00131492329969651	0.0088950478701425	-0.975378978433056	171	198	167	140	194	81	67	49	35	55	76	57
"4265"	"TRINITY_DN2486_c0_g1"	-1.70191818640435	3.11905004769298	-11.5092999227467	2.42740437409454e-08	6.36596884720115e-05	9.5996429874123	766	578	601	600	656	473	163	90	72	124	154	185
"4266"	"TRINITY_DN2486_c0_g2"	-1.43989599789908	2.60259078946651	-7.37641491289473	4.40493286932893e-06	0.000435052237856689	4.57066861758183	540	363	435	352	425	297	109	50	66	87	135	174
"4267"	"TRINITY_DN24875_c0_g1"	-0.251475060965413	5.3813526838846	-2.81283304676954	0.0142707152983254	0.0460051564117996	-3.89922378729828	1611	1786	1725	1515	1599	1636	1212	759	942	1091	1125	1474
"4268"	"TRINITY_DN24877_c0_g1"	-1.19530224422787	2.48080538827305	-6.20445631311733	2.74763418695406e-05	0.000942145472453467	2.7654113807478	360	288	330	351	312	396	109	65	52	91	114	190
"4269"	"TRINITY_DN2488_c0_g1"	1.35406483232931	3.50804887532039	5.11962885587158	0.000176906870515864	0.00258089945329016	0.786221745134003	389	590	266	155	177	283	522	328	380	534	721	557
"4270"	"TRINITY_DN24893_c0_g1"	2.44664830765209	-0.590709459985967	4.80431738487393	0.000313196928855231	0.00355027349818895	0.535847968616317	8	19	9	11	14	11	27	57	83	16	58	36
"4271"	"TRINITY_DN2490_c0_g1"	0.515467590131153	4.02239762364711	3.36041539135987	0.00490380604471519	0.0218833440699868	-2.62915074273682	541	607	431	536	541	510	643	561	499	618	431	481
"4272"	"TRINITY_DN2491_c0_g1"	-0.52976632985849	4.25561287464832	-4.01752506454166	0.00137153303216405	0.00915305065706022	-1.38772633671719	754	715	1036	897	905	939	547	318	330	380	500	532
"4273"	"TRINITY_DN2491_c0_g2"	-0.469296350604385	7.87953330508137	-3.97056306040909	0.00150088538976462	0.00969370906221976	-2.01366371974814	7986	8592	10208	8474	9041.42	8744	8150	4237.39	4806	6148.35	6982	8064
"4274"	"TRINITY_DN24913_c0_g2"	1.0356613534265	1.0527656234007	2.94437936415893	0.0110503382134776	0.0383435273246398	-2.98454490914466	48.13	29.65	63.25	98.49	35.29	119.02	91.64	65	39.97	93.81	111.6	79.8
"4275"	"TRINITY_DN24931_c0_g1"	0.39766773124391	6.64528370993723	4.65953800647667	0.000408845063595873	0.00417390745948187	-0.521223231104825	3477	2817	3243	2902	2934	2877	3704	3622	3646	3095	3577	3334
"4276"	"TRINITY_DN24938_c0_g1"	1.87032070635145	-1.4995966013609	3.641196964602	0.00283696823366531	0.0149671024503696	-1.45944350112246	10.63	20.97	8.45	3.18	9.65	2.38	28.24	17.42	23.42	5.37	24.14	15.17
"4277"	"TRINITY_DN2494_c0_g2"	0.987280877893018	2.72521398231683	3.15645568279905	0.00730516962576102	0.0287945732975277	-2.81533783706981	229.76	187.51	137.76	392.83	193.27	85.98	272.67	157.86	414.71	242.06	244.8	215.05
"4278"	"TRINITY_DN24944_c0_g1"	-1.06652239748733	-1.39275697642906	-3.31763930490645	0.00533122457594526	0.0231074330504536	-2.03202971582273	17	34	20	28	23	14	7	7	2	6	6	10
"4279"	"TRINITY_DN2495_c0_g1"	-1.28198403442955	3.78857461255197	-6.18650218297668	2.82987884106023e-05	0.000950897443370452	2.61954725187296	1010	997	794	804	688	687	270	189	97	213	419	343
"4280"	"TRINITY_DN24954_c0_g1"	1.51890815007327	-0.50680966790623	3.06042277809639	0.00881235433087283	0.0326483741691974	-2.57759403459418	16	29	17	13	16	11	18	51	48	52	33	12
"4281"	"TRINITY_DN2497_c0_g1"	-1.2774764709027	4.57281724029647	-8.04550016268228	1.67738541049885e-06	0.000304056560974615	5.41164421230707	1309.08	1354.13	1487	1315	1346	1391	598	227	222	389	486	732
"4282"	"TRINITY_DN2497_c0_g2"	-1.30733866557641	2.92425113833476	-5.43562745241489	0.00010113020175561	0.00189346316004862	1.42812800158303	463	394	512	361	523	624	260	62	75	128	134	178
"4283"	"TRINITY_DN2498_c0_g1"	1.05837487566377	4.36120891416119	4.21161673679034	0.000946984889167057	0.00711433635073014	-1.03563748203085	691	689	656	887	329	301	1188	706	451	920	744	1186
"4284"	"TRINITY_DN24980_c0_g1"	-2.42619116368137	-1.6756679359202	-3.77655178247187	0.00218193079300353	0.0125254093680737	-1.21966314723822	35	24	20	23	58	28	5	1	1	0	11	13
"4285"	"TRINITY_DN24982_c0_g1"	-0.933831732873731	1.30381534067479	-5.48355714544703	9.30165439194835e-05	0.0018040094444444	1.63437860361256	150	136.77	126.58	132	176	102	56.62	30	32	46	54	68
"4286"	"TRINITY_DN25_c0_g2"	-0.329319400230042	5.16573760056206	-2.86585170321305	0.0128746241270896	0.0426914592967236	-3.76297037394753	1426	1422	1591	1476	1350	1504	751	877	689	882	1053	1243
"4287"	"TRINITY_DN25_c0_g3"	-1.33809059036573	2.71496567677973	-6.05684410067726	3.50627292823956e-05	0.00104480282174146	2.50701458549227	420.89	471	513	353	417	332	213	51	72.67	78	128	183.79
"4288"	"TRINITY_DN250_c0_g1"	0.276528140457601	6.06185051390945	2.89856610932749	0.0120811293277167	0.040777738822056	-3.84674057384114	2460	2088	1948	2288	2126	2004	2542	2251	2125	2007	2197	1997
"4289"	"TRINITY_DN2500_c0_g1"	-0.840648003363977	3.60386068562818	-3.32512581922485	0.00525380756804138	0.0228695295741795	-2.61817600027877	736	701	867	670	494	427	415	152	90	241	283	445
"4290"	"TRINITY_DN2500_c1_g1"	-0.637551868541166	3.86252375530773	-3.89060581174242	0.00175052374077281	0.0107492891402073	-1.56985526131896	575	810	748	614	700	778	381	227	169	302	341	525
"4291"	"TRINITY_DN25007_c0_g1"	-2.64927061546427	0.877975230265089	-3.15618182787051	0.00730907978903993	0.0288057466190913	-2.51778210670479	1031	376	98	195	93	48	26	16	7	29	7	59
"4292"	"TRINITY_DN2501_c0_g1"	-0.700652437167082	3.58360296342935	-4.00257942339733	0.00141141337178981	0.00932521475757764	-1.31141854402982	627.93	731	670.94	568.89	585.94	423.96	307	144	136	284	280.97	449.97
"4293"	"TRINITY_DN25022_c0_g1"	0.561514152181678	5.31978968892325	5.67069131244127	6.73085361882133e-05	0.0014816554095651	1.51702106830771	1387.7	1317.49	1169.92	1215.68	1267.2	929.99	1648.38	1405.36	1343.93	1174.97	1308.71	1595.27
"4294"	"TRINITY_DN25036_c0_g2"	0.274104368675287	6.7745676887814	3.38385414538478	0.00468438138025313	0.0211786915403155	-3.01323985771778	3889	3580	3246	3314	3597	3033	4056	3640	3888	3670	3345	3472
"4295"	"TRINITY_DN2504_c0_g1"	-0.484454494638688	4.49341520141931	-2.98582225191159	0.0101929741842991	0.0361573667167325	-3.42016843847921	995.41	908.14	1002.97	944.93	1304.75	890.2	659.91	310.89	281.82	560.25	586.95	885.32
"4296"	"TRINITY_DN25047_c0_g1"	1.39387338768008	-1.4668927217776	3.09055794295668	0.00830879466758175	0.0314103996946319	-2.43122770953234	23	3.55	4.55	13.77	10.6	10.83	14	5.79	12.72	19.44	19.79	21.17
"4297"	"TRINITY_DN25054_c0_g1"	-1.45581730267664	2.89445135783674	-7.9647193714748	1.87930396118081e-06	0.000320331420696074	5.4006402517989	631	476	436	446	584	373	180	73	69	116	119	193
"4298"	"TRINITY_DN25055_c0_g1"	0.419950000779042	4.99656205188423	3.94301259204417	0.00158251090617197	0.0100190695361096	-1.65748084633343	1182.86	962.55	1010.77	990.96	1176.96	845.94	1028.81	975.08	955.01	1106.76	1270.84	1029.82
"4299"	"TRINITY_DN25055_c0_g2"	1.20223837991595	-0.573645121919888	3.1376710113365	0.00757827484637485	0.0295099194638426	-2.43563872935829	14.78	49.73	18.23	12.6	15.8	10.47	26.19	44.65	22.08	29.24	18.16	22.91
"4300"	"TRINITY_DN25056_c0_g1"	-1.41515136367556	-1.61944211169087	-3.76931250035851	0.00221272086288251	0.0126334953084548	-1.23280653905278	51	18	16	19	19	16	8	2	3	4	5	5
"4301"	"TRINITY_DN2507_c1_g1"	0.475143583551905	5.0483916958836	4.83352695702457	0.00029689542063884	0.00346631170776052	0.0342391306152727	992	1045.8	996.95	1179	984.7	1054.82	1271.93	998	1097.99	1187	1039.97	1115.91
"4302"	"TRINITY_DN25086_c0_g1"	1.4226319977536	-0.371228140452276	5.22864936600238	0.000145644260857719	0.00230952750356764	1.24732795140416	21.96	18	24	13.21	13.41	24.17	44.19	31	32.49	35.25	25.53	29
"4303"	"TRINITY_DN2509_c0_g1"	-0.561481852586749	11.5175852607493	-5.69712768002627	6.43269639362226e-05	0.00144744590765507	0.735490806022652	89775.8	92963.36	92940.23	92662.17	91339.46	79888.66	99863.95	87831.53	81298.26	94223.94	98312.87	87583.77
"4304"	"TRINITY_DN2509_c0_g2"	0.579787302138488	3.78156077397464	3.44236958357634	0.00417871008649467	0.0194980582889819	-2.43155492302671	469.36	401	459.33	528.56	490.31	310.2	363.64	347.54	507.61	615.91	474.47	481.01
"4305"	"TRINITY_DN251_c0_g1"	-0.56968228066127	9.17746953634597	-5.17803284420598	0.000159373758646028	0.00243247161818771	0.115813932379048	21734	21194	20909	23908	20453	14776	18198	14732	13046	17576	19272	16424
"4306"	"TRINITY_DN25106_c0_g1"	-1.70836040561846	-2.1221245984308	-3.98722990128801	0.00145360732007523	0.00950328844491547	-0.874651400401342	23	18	17	14	13	17	4	0	2	3	5	5
"4307"	"TRINITY_DN25117_c0_g1"	-1.51340459702934	1.79207842664617	-5.38768409795091	0.000109988918228998	0.00197499193678822	1.44519642965064	332	245	248	231	220	161	63	21	24	70	71	128
"4308"	"TRINITY_DN2512_c0_g2"	-0.828569289282676	7.81051925751217	-3.8785164041727	0.00179180130820288	0.0109162809481191	-2.17981386146969	7835.79	11795.85	10141.76	9072.64	9184.14	9220.12	8531.33	2131.51	3968.18	4798.93	6750.62	7462.36
"4309"	"TRINITY_DN2512_c1_g2"	0.758754291538191	1.10331378469261	2.87176569303596	0.0127274764038826	0.0423427075645215	-3.12620708884311	61.03	89.46	62	103.8	77.07	27.32	102.66	64	58.26	86.57	64.71	68.47
"4310"	"TRINITY_DN25123_c3_g1"	2.70465749233576	0.91152577829505	4.11885355432133	0.00112988984211108	0.00801169923666484	-0.7533655729895	15.5	44.55	16.17	30.22	42.49	34.74	92.78	387.84	302.75	113.63	53.81	68.84
"4311"	"TRINITY_DN2513_c0_g1"	0.971702153085675	2.44599238889617	3.35542324192295	0.00495185894420586	0.0220091831901335	-2.39559192865212	138	193	113	199	204	105	334	235	201	132	239	131
"4312"	"TRINITY_DN25140_c1_g1"	0.500318611403377	5.97672230461452	4.60516488096139	0.000452181111989718	0.00444225801454662	-0.531153928510562	1730.88	1926.91	1853	2038.77	1976.91	1810	2178	2178	2399.92	2562.17	1783.89	2340.86
"4313"	"TRINITY_DN25140_c1_g2"	1.12576224389286	2.80321799544471	5.163596482045	0.000163531943329859	0.00246681588341419	0.947807350336489	220.27	187.16	275.87	157.12	186.15	125.41	293.74	226.52	181.96	478.5	200.5	345.16
"4314"	"TRINITY_DN25154_c1_g1"	-1.10964746386894	-0.020459043595394	-2.97062771505816	0.0104993976727458	0.0369895718010406	-2.78908503306211	73	27	63	73	53	76	30	17	14	7	15	28
"4315"	"TRINITY_DN25157_c0_g1"	1.92704772184026	-0.908087722520985	4.1168378077946	0.00113424424254252	0.00802626694561964	-0.645296702544016	14.24	5	13.52	5.38	24.63	14.57	43	27	31.04	13.13	17	42
"4316"	"TRINITY_DN2516_c3_g2"	0.568006961402423	2.1537858487065	3.19462474591015	0.00678010243721864	0.0272877677723187	-2.66213499469363	129	191.29	146.41	163	128	119	123.31	109	159	169.56	140	155.31
"4317"	"TRINITY_DN2516_c4_g1"	-1.17036211923455	1.3660055850248	-4.40615627468645	0.000655736072608245	0.00561982787847853	-0.275310877827395	138	151	177	171	167	135	77	19	20	54	46	93
"4318"	"TRINITY_DN2516_c5_g1"	-0.821519400224564	5.91339732337285	-6.05070571294387	3.54223553570529e-05	0.00104480282174146	2.11002715629422	2462	2536	3252	3236	3028	2461	1505	785	1417	1689	1202	1410
"4319"	"TRINITY_DN2516_c7_g1"	1.46063398435937	-1.81639652611706	3.67008831972631	0.00268213181045146	0.0143822724927646	-1.4024397786679	4	11	10	3	12	7	8	14	7	13	15	16
"4320"	"TRINITY_DN25165_c0_g1"	-1.48990216474357	-1.59932750825362	-4.25372812495521	0.000874274097685706	0.0067711364801076	-0.409088216797489	25	30	24	18	29	11	3	3	3	3	7	8
"4321"	"TRINITY_DN25167_c0_g1"	-1.26222538502109	-0.272333305246316	-3.85453080725747	0.00187666040147702	0.0112804742583781	-1.14527009597745	76	50	53	52	55	29	16	3	21	16	11	23
"4322"	"TRINITY_DN2517_c1_g1"	-0.513806376203386	4.07696790905156	-3.26842533160313	0.00586941099806247	0.0246442783751062	-2.80867329183183	761.74	652.07	721.42	1104.48	743.4	712.43	467.7	271.5	221.06	393.09	438.51	558.43
"4323"	"TRINITY_DN2517_c2_g1"	-0.804863442047962	3.31738170053153	-3.7014354520704	0.00252380846205525	0.0137996893102739	-1.84974639607475	570.05	595.8	613.33	397.23	548.02	407.34	410.67	126	96.04	261	175.03	246.11
"4324"	"TRINITY_DN2517_c3_g1"	0.467670722707559	5.8451367792205	3.6404207624942	0.00284125088178268	0.0149736482619745	-2.37719279136756	2133	1453	1605	1812	1749	1814	1788	2087	2369	1781	1878	2173
"4325"	"TRINITY_DN2517_c4_g1"	-0.940612554482924	3.9843768461942	-4.67186891846431	0.000399629566027655	0.00412954793913992	-0.0955339082492799	705	1021	819	733	981.88	808	435	173	140	300	402	540
"4326"	"TRINITY_DN25188_c0_g1"	1.3464695298877	0.362379148949561	5.21416358658959	0.000149442699544792	0.0023450540681964	1.21386016583564	37.35	46.71	24.57	35.62	27.43	23.03	46.79	69.97	41.63	65.24	38.28	65.06
"4327"	"TRINITY_DN25193_c1_g1"	-1.45057206630114	-0.629355648580696	-4.10792988063571	0.00115369410079398	0.00811663323687388	-0.667854544666636	49	59	50	37	40	26	10	16	2	5	16	18
"4328"	"TRINITY_DN2521_c0_g1"	-0.445603344927224	5.06204964909706	-3.14415586023412	0.00748286234385759	0.0292857573667374	-3.21197829821714	1525	1409	1458	1377	1626	1165	650	726	472	1031	944	1138
"4329"	"TRINITY_DN2522_c3_g2"	0.962986015027363	0.601495838797081	3.54462152378569	0.00342342129530426	0.0170080769818921	-1.81247477583158	29	58	36	44	39	61	51	53	36	91	50	60
"4330"	"TRINITY_DN25234_c0_g2"	1.43277796003375	0.316886459498664	3.23911837280542	0.00621541540014276	0.0256351320056479	-2.34651849772672	28	49	35	56	11	22.28	42.3	82	95.29	38	37	49.58
"4331"	"TRINITY_DN2525_c0_g1"	-0.679875017356321	4.93294236409229	-5.24139463843391	0.000142385470396668	0.00227985638425873	0.813460109942127	1663	1270.82	1496.62	1319.03	1357	1400	867.3	392.51	485.45	623	972.82	791
"4332"	"TRINITY_DN25277_c0_g1"	-1.07333801926849	-1.39398798506491	-3.05248651649639	0.00894993764630789	0.0330373864402448	-2.49751925076379	25	26	26	31	12	18	9	2	3	7	5	14
"4333"	"TRINITY_DN25278_c0_g1"	-1.43941883587319	3.273839652307	-7.72889875267795	2.63062221921484e-06	0.000358637811541445	5.0531533459708	835	621.84	545	580	670.97	495.69	235	80.58	86	176	185.87	230
"4334"	"TRINITY_DN2528_c1_g1"	-0.769132428292344	2.10152859181269	-3.72443597725916	0.00241370389409903	0.0133813574029103	-1.63921522928532	191.88	237.01	242	210	237.86	231	97	40	52	94	134	142
"4335"	"TRINITY_DN25280_c0_g1"	-1.67074704642901	-1.03782756798105	-4.67566023529172	0.000396839566258309	0.00411381897967519	0.311834523680519	30	29	28	58	45.43	25	14	4	7	5	4	7
"4336"	"TRINITY_DN25289_c0_g2"	-0.951601991214801	-0.576358464686558	-3.06061384872032	0.0088090679386238	0.0326436531983242	-2.56374422306107	48	34	48	33	25	41	17	4	6	12	25	15
"4337"	"TRINITY_DN2529_c0_g1"	-0.488774727040252	4.74786392014733	-3.23775839955472	0.00623195803087917	0.0256805108239696	-2.97882128402414	1331.7	999.26	1116.98	1419.5	1260.64	997.92	898.65	409.79	495.45	442.71	693.8	976.73
"4338"	"TRINITY_DN2529_c0_g2"	0.735509747862297	2.62206982309307	3.52202633196916	0.00357749277325068	0.0175160567396506	-2.10279452724862	155.68	169.1	251.99	276.29	165.02	144.07	183.6	214.2	148.61	252.45	277.05	195.44
"4339"	"TRINITY_DN2532_c0_g1"	0.635836612650064	4.47910957918441	4.39048927954841	0.00067533438697939	0.00570788613032567	-0.714608008366603	652	719	783	667	681	595	925	729	936	832	725	636
"4340"	"TRINITY_DN25329_c0_g1"	-1.42835445902251	-1.35821629326471	-4.67016948481901	0.000400886750698071	0.0041372685750319	0.292132969802813	32	19	23	25	31	24	5	2	6	6	5	10
"4341"	"TRINITY_DN25337_c0_g1"	-2.88295748647089	-2.18954097883259	-3.38392960463393	0.00468369113947847	0.0211786915403155	-1.88305666263755	16	47	59	35	20	5	1	4	0	2	11	0
"4342"	"TRINITY_DN2535_c0_g1"	-0.741814542114598	0.635697202554762	-3.76648861989937	0.0022248508818896	0.012687124176568	-1.39646233477404	90	84	82	70	96	62	45	22	23	21	38	46
"4343"	"TRINITY_DN25383_c0_g3"	-1.50338590938678	-1.6405620095048	-3.98755033951188	0.0014527134196115	0.00950326458188191	-0.859232425847781	25.05	27.85	14.48	17.45	27.78	17.88	7.33	7.75	2.21	4.12	2.6	3.13
"4344"	"TRINITY_DN2539_c0_g1"	0.334829708184119	3.92885957898741	2.78889506696472	0.0149487434044134	0.0475857821292064	-3.70420080791518	651	527	572	556	443	432	460	334	465	452	543	558
"4345"	"TRINITY_DN254_c0_g2"	-0.499484661842554	4.83967620688928	-2.95283713472121	0.010869764720342	0.037895267635214	-3.54114697169751	1544.59	1075.08	1162.51	1387.24	1287.88	1070.1	945.43	539.28	499.25	1035.66	609.31	534.68
"4346"	"TRINITY_DN2540_c1_g2"	-1.93509649989633	1.43906536602503	-8.35447109734949	1.093712076577e-06	0.00025904128615684	5.88179943321008	221	252	226	201	193	187	53	13	21	41	53	58
"4347"	"TRINITY_DN2540_c1_g3"	-0.737425863106202	4.41884293358814	-4.11292544603549	0.00114274487656619	0.00806394640562259	-1.22559958314073	1050.66	944.33	966.39	1122.92	1001.85	1137.51	700.32	341.82	188.29	417.57	640.39	601.34
"4348"	"TRINITY_DN2540_c2_g1"	-1.36116175716006	-1.66574156283426	-3.9707048324125	0.00150047667198487	0.00969370906221976	-0.887940473047223	18	24	23	19	21	16	3	3	2	7	3	12
"4349"	"TRINITY_DN2540_c3_g1"	-1.56706371604261	-1.02027087946308	-4.66046834003375	0.000408142166853701	0.00417390745948187	0.287487593517374	30	43	36	48	24	27	18	3	3	8	7	6
"4350"	"TRINITY_DN25403_c0_g1"	0.9526316186542	0.0285631500452218	2.76804893966185	0.0155648265982328	0.0491037363765542	-3.17927824844203	18	27	67	22	28	28	39	37	22	70	35	30
"4351"	"TRINITY_DN2541_c0_g1"	-2.12834593410871	3.41384800895301	-7.23379501378413	5.4508770165894e-06	0.000459515525210301	4.3256212366619	970	865.41	837	983.62	640.18	877.25	337.67	69	47.81	94.28	216	217.04
"4352"	"TRINITY_DN25412_c1_g1"	1.55455570252868	-0.705693480450835	3.06490266133688	0.00873562024378099	0.032430740280316	-2.54770370226779	21	22	45	4	10	10	16	14	45	32	39	31
"4353"	"TRINITY_DN25413_c0_g1"	1.90984143286038	0.126880101706082	6.53614120549045	1.60620094019656e-05	0.000720835434392224	3.30636439083576	24	33	24	23	21	13	108	32	40	54	78	45
"4354"	"TRINITY_DN25415_c0_g1"	-1.75758886836359	-1.49101200506992	-3.90224072682034	0.00171171402013511	0.0105750161483861	-1.0048395479124	20	62	19	26	18	23	2	6	4	5	6	4
"4355"	"TRINITY_DN25424_c0_g1"	1.13026626817707	-0.93016790401552	3.0010146702288	0.00989544289122307	0.035454663813109	-2.64333056671849	16.05	14.1	14	13.99	23	7.82	12.29	29.1	7.57	28.29	30.06	23
"4356"	"TRINITY_DN25432_c0_g1"	-2.84638810620821	0.17305862068157	-8.13293687380377	1.48450120572979e-06	0.000289429283765006	5.37047599557845	165	75	168	123	116	93	6	12	10	17	6	17
"4357"	"TRINITY_DN25433_c0_g1"	1.1484475693826	0.486631623873123	2.90529582629968	0.0119239742396891	0.0404065771472631	-2.98472624009217	42	86	40	17	24	40	33	79	71	55	57	44
"4358"	"TRINITY_DN25436_c0_g1"	-2.80269299547317	-1.09716725307677	-7.75750688128764	2.52454138780798e-06	0.000350058950470964	4.53252714105946	57.48	41.74	58	52.99	42	46	13	1	2	4.36	2	6.38
"4359"	"TRINITY_DN2544_c0_g1"	-1.8055575365714	3.17164681028583	-7.22962900576414	5.48512139572341e-06	0.000459515525210301	4.33039734139906	710	642	641	553	720	688	215	63	50	101	199	258
"4360"	"TRINITY_DN2544_c0_g2"	-1.74339313932458	-0.873118009436267	-5.18069566196862	0.000158618886927097	0.0024276919925111	1.14291026409456	30	43	45	36	43	45	19	3	2	5	11	9
"4361"	"TRINITY_DN25443_c0_g2"	2.53014365422655	-1.89438217375061	4.29619601156332	0.000806747400348337	0.00643316119417609	-0.354291465334912	9	12	4	5	3	1	29	37	13	17	8	11
"4362"	"TRINITY_DN25444_c0_g1"	-1.32354841969117	-0.834817209457942	-4.06192217606816	0.00125973190687842	0.00864703219430592	-0.742221571787073	33	60	32	26	27	40	11	5	6	14	5	13
"4363"	"TRINITY_DN2545_c0_g1"	-0.735632583224316	6.37305480884132	-4.48695567269454	0.000563580267652835	0.00509656882512027	-0.80227930206698	4231	3343	4564	3509	3717	3065	2838	1040	1170	2047	2106	2625
"4364"	"TRINITY_DN25451_c0_g1"	1.28937638262415	-1.25078847829506	3.18789612093804	0.00686984922654426	0.0275430616401435	-2.27796174556266	18	12	16	8	17	3	18	19	17	10	13	29
"4365"	"TRINITY_DN25458_c0_g1"	-1.87293232211408	0.636094256216322	-5.49644320351886	9.09533463314436e-05	0.00178210339880214	1.68642284738477	112	103	162	75.13	176	121	36	10.81	8	13	38	39
"4366"	"TRINITY_DN2547_c0_g1"	0.44455601638486	6.48769613721744	4.48020496198712	0.000570740766751466	0.00512702814473556	-0.841221359817218	3094	2574	2540	2781	3052	2197	3231	3553	3303	2750	3113	3126
"4367"	"TRINITY_DN25474_c0_g1"	-2.72134004472426	-1.73042049494652	-4.27165171247329	0.00084509204785757	0.00663457577469987	-0.398245013959772	45	25	19	24	38	38	0	4	4	1	3	12
"4368"	"TRINITY_DN2548_c0_g1"	-1.58602717039226	5.03734755540338	-5.71336583633633	6.25644439017817e-05	0.00142744479043227	1.6618060920868	3187.14	1227.2	1814.44	2752.52	2280.92	1512.56	493.05	473	484.03	307.68	852.36	645.32
"4369"	"TRINITY_DN2549_c0_g2"	-0.491356686116217	3.90108141664269	-3.27409933632813	0.0058046844940979	0.0244571611193345	-2.76932582114514	678.56	723.1	796.06	575.66	657.12	685.84	463.74	180.27	222.64	314.41	442.8	502.83
"4370"	"TRINITY_DN2549_c3_g1"	-0.6581456229368	4.13668805125781	-4.5613891710385	0.000490511433799285	0.00465959687393911	-0.329811310748436	866.4	941	960.99	758	780.89	747.99	493	218	219	368	498.01	582
"4371"	"TRINITY_DN25497_c0_g1"	2.61207142655336	-2.15251802089954	3.17156857187529	0.00709258723575209	0.0281887773197511	-2.24165319289017	12.09	1.86	11.15	13.54	0	1	37.23	6.62	35.8	5.86	12.16	10.01
"4372"	"TRINITY_DN255_c0_g1"	0.373027595378774	4.34190345331578	2.93039040968233	0.0113555249663521	0.0391167219802772	-3.50779504221672	629	694	891	575	727	605	725	447	640	733	683	650
"4373"	"TRINITY_DN2550_c0_g1"	1.05381980731745	0.442166269112196	3.57901218764178	0.00320168842663675	0.0162574623441444	-1.73141985212109	30.91	41.93	36.98	27.84	50.24	37.55	38.93	43.79	76.98	55.88	64.83	36.53
"4374"	"TRINITY_DN25501_c0_g1"	-2.83330131497715	1.09151834279505	-7.46227667347188	3.87953139849127e-06	0.000412718541924086	4.65882071297813	250	241	242	225	249	190	32	4	5	25	26	82
"4375"	"TRINITY_DN25507_c0_g1"	0.673906894655678	1.29903934597976	2.90115544351634	0.0120204220343595	0.0406404744971203	-3.0976085780583	57.52	124.76	69.85	70.92	102.84	56.93	63.48	77.8	58	93.46	81.35	124.95
"4376"	"TRINITY_DN2551_c2_g2"	1.12683616932073	1.58420725039173	6.87074861399239	9.48824582071939e-06	0.000579783638690927	3.84084681006851	70	93	93	81	79	68	152	114	89	122	108	115
"4377"	"TRINITY_DN2551_c3_g1"	0.442178574294345	2.77732778397122	3.2682213209516	0.00587175167313822	0.0246469245198339	-2.611763890257	264	246	227	243	223	191	198	181	204	252	192	238
"4378"	"TRINITY_DN25522_c0_g3"	0.578980243735348	5.00222283182205	5.01435938969916	0.000213767533084044	0.00287584194538552	0.376979065162772	849	1034.47	1114.31	1034.76	979	857	1275	1039.81	1156.07	969.79	1302.76	1040
"4379"	"TRINITY_DN25524_c0_g1"	-1.46864767746146	1.75315608141221	-5.62061300357992	7.33600921922602e-05	0.00156805988890795	1.84506017034336	257	235	254.88	196	240	174	116	34	19	57.89	46.41	93
"4380"	"TRINITY_DN2553_c0_g2"	1.39589118224205	3.45088769698692	4.43275416108331	0.000623796097854759	0.00544387089486104	-0.475794942096944	159.34	463.6	243.16	345.89	333.28	157.59	399.05	616.77	537.55	580.72	600.54	302.05
"4381"	"TRINITY_DN2553_c1_g1"	-1.15903611515576	3.52602884140103	-3.32787946695576	0.00522561709500713	0.0227972045182006	-2.59541085950192	486	1285	655	508	869	445	153	231	155	96	271	458
"4382"	"TRINITY_DN25540_c0_g1"	1.16240982625093	-1.90401616583445	2.95976974486169	0.0107239298103221	0.0375401176562219	-2.62538578656591	6	11	12	11	4	4	9	14	12	10	7	10
"4383"	"TRINITY_DN25550_c0_g1"	-1.05500759209418	-1.43953699179276	-2.88570616659911	0.0123871358480109	0.0415517347967886	-2.78513120843603	27	27	33	15	27	9	7	2	4	6	8	10
"4384"	"TRINITY_DN25555_c0_g2"	1.92998663455484	-1.20319988807794	5.01059635886832	0.000215224515092731	0.00288288072607746	0.858836597225372	6	7	11	11	14	8	14	19	39	18	23	25
"4385"	"TRINITY_DN25563_c0_g1"	0.80144200943335	1.75333253474467	3.61706894624803	0.00297320331912401	0.015452751577065	-1.80661221740582	91	128	106.87	93	83.17	107	139.51	152.8	102.92	123	95.79	96
"4386"	"TRINITY_DN25564_c0_g2"	0.330717487190851	5.63607489088181	3.93638733738895	0.00160280776981752	0.0101258379492346	-1.76864392226694	1612	1552	1753	1745	1552	1392	1804	1675	1298	1616	1490	1960
